DISTRICT,DISTNAME,DPETALLC,DPETSPEC,DPETBILC,DPETGIFC,DPETSPEP,DPETBILP,DPETGIFP,DPETVOCC,DPETVHSC,DPETVOCP,DPETVHSP,DPNTALLC
"057836","ST ANTHONY SCHOOL",318,42,0,31,13.2,0,9.7,0,0,0,0,318
"057839","LA ACADEMIA DE ESTRELLAS",1024,149,726,24,14.6,70.9,2.3,1,0,0.1,0,1024
"057840","RICHLAND COLLEGIATE HIGH SCHOOL",132,1,12,0,0.8,9.1,0,129,129,97.7,97.7,132
"057841","CITYSCAPE SCHOOLS",1259,137,758,0,10.9,60.2,0,3,0,0.2,0,1259
"057844","MANARA ACADEMY",671,53,435,4,7.9,64.8,0.6,63,63,9.4,92.6,671
"057845","UME PREPARATORY ACADEMY",1703,165,190,0,9.7,11.2,0,254,254,14.9,58.4,1703
"057846","LEGACY PREPARATORY",1138,130,567,48,11.4,49.8,4.2,307,246,27,76.6,1138
"057847","VILLAGE TECH SCHOOLS",1335,146,71,0,10.9,5.3,0,559,327,41.9,97.6,1335
"057848","INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",25496,2774,14567,1793,10.9,57.1,7,4449,4402,17.4,94.9,25497
"057850","PIONEER TECHNOLOGY & ARTS ACADEMY",2328,298,339,190,12.8,14.6,8.2,407,399,17.5,67.7,2328
"057851","BRIDGEWAY PREPARATORY ACADEMY",108,28,27,0,25.9,25,0,1,0,0.9,0,108
"057903","CARROLLTON-FARMERS BRANCH ISD",24120,4294,10485,3026,17.8,43.5,12.5,5361,5343,22.2,74.8,24165
"057904","CEDAR HILL ISD",6249,597,515,340,9.6,8.2,5.4,2182,1690,34.9,74.1,6253
"057905","DALLAS ISD",139776,16862,68265,28054,12.1,48.8,20.1,30808,28475,22,70.5,139802
"057906","DESOTO ISD",5708,677,694,308,11.9,12.2,5.4,2074,1297,36.3,66.5,5708
"057907","DUNCANVILLE ISD",11551,1383,2884,763,12,25,6.6,5267,3783,45.6,84.6,11562
"057909","GARLAND ISD",50898,7144,19278,4166,14,37.9,8.2,15234,12276,29.9,75,51021
"057910","GRAND PRAIRIE ISD",25903,2999,9881,1882,11.6,38.1,7.3,7286,5973,28.1,70.4,26129
"057911","HIGHLAND PARK ISD",6327,966,72,1165,15.3,1.1,18.4,1337,952,21.1,44.9,6350
"057912","IRVING ISD",30732,3576,18068,4629,11.6,58.8,15.1,7446,6899,24.2,75.4,30767
"057913","LANCASTER ISD",6820,784,876,557,11.5,12.8,8.2,2375,1858,34.8,82.4,6822
"057914","MESQUITE ISD",37881,7107,13478,3019,18.8,35.6,8,12247,10249,32.3,83.7,37930
"057916","RICHARDSON ISD",36880,6048,12042,4572,16.4,32.7,12.4,8535,7380,23.1,71,36971
"057919","SUNNYVALE ISD",2301,337,164,284,14.6,7.1,12.3,850,649,36.9,87.9,2306
"057922","COPPELL ISD",13222,1578,2741,1751,11.9,20.7,13.2,3757,3446,28.4,78.6,13233
"058902","DAWSON ISD",140,15,16,8,10.7,11.4,5.7,58,35,41.4,94.6,140
"058905","KLONDIKE ISD",261,23,19,15,8.8,7.3,5.7,67,67,25.7,97.1,261
"058906","LAMESA ISD",1475,267,73,103,18.1,4.9,7,487,346,33,74.7,1484
"058909","SANDS CISD",229,35,28,14,15.3,12.2,6.1,68,49,29.7,81.7,232
"059901","HEREFORD ISD",3951,566,1171,99,14.3,29.6,2.5,1281,965,32.4,81.7,3964
"059902","WALCOTT ISD",146,38,8,4,26,5.5,2.7,0,0,0,0,146
"060902","COOPER ISD",902,176,40,83,19.5,4.4,9.2,213,209,23.6,93.3,903
"060914","FANNINDEL ISD",141,35,15,3,24.8,10.6,2.1,42,29,29.8,80.6,141
"061802","NORTH TEXAS COLLEGIATE ACADEMY",809,66,330,0,8.2,40.8,0,0,0,0,0,809
"061804","LEADERSHIP PREP SCHOOL",1390,157,170,111,11.3,12.2,8,580,326,41.7,91.1,1391
"061805","TRIVIUM ACADEMY",629,74,63,137,11.8,10,21.8,65,64,10.3,83.1,629
"061806","TEXAS WORKS",446,4,21,0,0.9,4.7,0,58,58,13,13,446
"061901","DENTON ISD",33228,5499,6742,3426,16.5,20.3,10.3,9870,7863,29.7,79.2,33329
"061902","LEWISVILLE ISD",47776,9479,11514,5288,19.8,24.1,11.1,12668,10599,26.5,65.9,47876
"061903","PILOT POINT ISD",1616,283,515,105,17.5,31.9,6.5,689,443,42.6,92.1,1619
"061905","KRUM ISD",2540,499,412,163,19.6,16.2,6.4,835,682,32.9,87.9,2542
"061906","PONDER ISD",1718,306,330,169,17.8,19.2,9.8,615,491,35.8,88.2,1719
"061907","AUBREY ISD",4477,765,607,238,17.1,13.6,5.3,1641,1032,36.7,90.8,4480
"061908","SANGER ISD",2874,594,417,159,20.7,14.5,5.5,897,755,31.2,89,2880
"061910","ARGYLE ISD",6114,736,592,615,12,9.7,10.1,1546,1191,25.3,72.4,6166
"061911","NORTHWEST ISD",31996,5692,3863,3381,17.8,12.1,10.6,10709,7026,33.5,75.6,32098
"061912","LAKE DALLAS ISD",3711,621,543,254,16.7,14.6,6.8,1742,1241,46.9,96.7,3717
"061914","LITTLE ELM ISD",7989,1223,2156,726,15.3,27,9.1,2048,2040,25.6,81.2,8036
"062901","CUERO ISD",1871,359,94,97,19.2,5,5.2,686,579,36.7,89.6,1888
"062902","NORDHEIM ISD",113,11,0,3,9.7,0,2.7,46,35,40.7,97.2,116
"062903","YOAKUM ISD",1446,310,312,33,21.4,21.6,2.3,576,427,39.8,89.7,1458
"062904","YORKTOWN ISD",573,89,9,51,15.5,1.6,8.9,238,159,41.5,93,574
"062905","WESTHOFF ISD",85,5,7,0,5.9,8.2,0,0,0,0,0,85
"062906","MEYERSVILLE ISD",174,23,0,15,13.2,0,8.6,0,0,0,0,176
"063903","SPUR ISD",192,39,0,17,20.3,0,8.9,77,57,40.1,96.6,192
"063906","PATTON SPRINGS ISD",88,13,0,4,14.8,0,4.5,29,28,33,93.3,88
"064903","CARRIZO SPRINGS CISD",1842,246,74,155,13.4,4,8.4,612,465,33.2,82.3,1852
"065901","CLARENDON ISD",401,80,3,45,20,0.7,11.2,120,120,29.9,93.8,401
"065902","HEDLEY ISD",93,32,1,2,34.4,1.1,2.2,28,21,30.1,84,95
"066005","RAMIREZ CSD",36,7,2,0,19.4,5.6,0,0,0,0,0,36
"066901","BENAVIDES ISD",148,32,4,5,21.6,2.7,3.4,74,53,50,91.4,148
"066902","SAN DIEGO ISD",1451,247,10,83,17,0.7,5.7,514,373,35.4,83.6,1453
"066903","FREER ISD",709,137,29,54,19.3,4.1,7.6,247,182,34.8,90.1,709
"067902","CISCO ISD",833,151,26,64,18.1,3.1,7.7,228,227,27.4,95.8,835
"067903","EASTLAND ISD",966,186,57,66,19.3,5.9,6.8,273,241,28.3,86.1,969
"067904","GORMAN ISD",242,62,14,8,25.6,5.8,3.3,97,81,40.1,93.1,242
"067907","RANGER ISD",288,83,5,27,28.8,1.7,9.4,68,68,23.6,94.4,288
"067908","RISING STAR ISD",179,39,11,3,21.8,6.1,1.7,76,50,42.5,92.6,181
"068802","COMPASS ACADEMY CHARTER SCHOOL",1558,171,16,4,11,1,0.3,84,84,5.4,23.8,1558
"068901","ECTOR COUNTY ISD",33630,3916,9455,3405,11.6,28.1,10.1,7664,6169,22.8,65,33663
"069901","ROCKSPRINGS ISD",199,33,15,3,16.6,7.5,1.5,50,50,25.1,90.9,200
"069902","NUECES CANYON CISD",237,46,5,15,19.4,2.1,6.3,81,63,34.2,85.1,240
"070801","FAITH FAMILY ACADEMY",3036,392,1899,283,12.9,62.5,9.3,653,482,21.5,64.8,3036
"070901","AVALON ISD",347,74,24,11,21.3,6.9,3.2,106,91,30.5,96.8,347
"070903","ENNIS ISD",6626,1009,1325,479,15.2,20,7.2,1759,1563,26.5,82.7,6646
"070905","FERRIS ISD",3003,520,1042,178,17.3,34.7,5.9,1032,877,34.4,93.4,3010
"070907","ITALY ISD",594,151,64,25,25.4,10.8,4.2,193,150,32.5,84.7,597
"070908","MIDLOTHIAN ISD",11324,1813,653,716,16,5.8,6.3,3054,2807,27,75.2,11356
"070909","MILFORD ISD",258,40,50,18,15.5,19.4,7,94,80,36.4,87.9,258
"070910","PALMER ISD",1348,324,200,67,24,14.8,5,410,375,30.4,93.1,1352
"070911","RED OAK ISD",6675,1124,978,385,16.8,14.7,5.8,1961,1846,29.4,80.4,6696
"070912","WAXAHACHIE ISD",11129,1970,1229,1008,17.7,11,9.1,3416,2712,30.7,78.7,11196
"070915","MAYPEARL ISD",1203,216,111,77,18,9.2,6.4,466,328,38.7,87.9,1209
"071801","BURNHAM WOOD CHARTER SCHOOL DISTRICT",1744,58,1269,0,3.3,72.8,0,545,544,31.3,85.7,1744
"071803","TRIUMPH PUBLIC HIGH SCHOOLS-WEST TEXAS",311,42,77,0,13.5,24.8,0,134,134,43.1,43.1,311
