DISTRICT,DISTNAME,DPETALLC,DPETSPEC,DPETBILC,DPETVOCC,DPETGIFC,DPETVHSC,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPETVHSP,DPNTALLC
"220917","CASTLEBERRY ISD",3737,597,1565,1492,271,956,16,39.9,41.9,7.3,85.3,3740
"220918","EAGLE MT-SAGINAW ISD",23369,3589,3633,6114,1728,4999,15.4,26.2,15.5,7.4,66.7,23462
"220919","CARROLL ISD",8280,754,347,1832,2039,1832,9.1,22.1,4.2,24.6,64.9,8292
"220920","WHITE SETTLEMENT ISD",6877,896,1307,2550,406,1711,13,37.1,19,5.9,78.2,6895
"221801","TEXAS COLLEGE PREPARATORY ACADEMIES",16914,1481,1941,1254,0,1149,8.8,7.4,11.5,0,35.8,16918
"221901","ABILENE ISD",14482,2679,1069,3056,1336,3032,18.5,21.1,7.4,9.2,74.4,14652
"221904","MERKEL ISD",1127,260,33,416,50,252,23.1,36.9,2.9,4.4,85.1,1127
"221905","TRENT ISD",146,31,3,41,18,30,21.2,28.1,2.1,12.3,73.2,146
"221911","JIM NED CISD",1626,223,10,446,150,336,13.7,27.4,0.6,9.2,72.9,1630
"221912","WYLIE ISD",5496,693,150,1696,417,1281,12.6,30.9,2.7,7.6,84.4,5507
"222901","TERRELL COUNTY ISD",117,26,3,49,14,29,22.2,41.9,2.6,12,82.9,117
"223901","BROWNFIELD ISD",1654,325,179,414,77,413,19.6,25,10.8,4.7,83.3,1655
"223902","MEADOW ISD",235,50,9,94,13,60,21.3,40,3.8,5.5,88.2,237
"223904","WELLMAN-UNION CISD",279,34,41,96,12,63,12.2,34.4,14.7,4.3,96.9,279
"224901","THROCKMORTON COLLEGIATE ISD",131,21,0,43,10,43,16,32.8,0,7.6,86,131
"224902","WOODSON ISD",176,33,0,82,4,56,18.8,46.6,0,2.3,88.9,176
"225902","MOUNT PLEASANT ISD",5147,863,2920,1420,429,1326,16.8,27.6,56.7,8.3,85.2,5152
"225906","CHAPEL HILL ISD",977,145,167,266,86,265,14.8,27.2,17.1,8.8,89.5,978
"225907","HARTS BLUFF ISD",890,124,367,174,25,135,13.9,19.6,41.2,2.8,62.5,891
"226801","TEXAS LEADERSHIP PUBLIC SCHOOLS",4075,502,133,1128,0,834,12.3,27.7,3.3,0,82.5,4075
"226901","CHRISTOVAL ISD",634,94,0,205,29,159,14.8,32.3,0,4.6,80.3,636
"226903","SAN ANGELO ISD",13175,1822,880,2723,672,2665,13.8,20.7,6.7,5.1,64.9,13180
"226905","WATER VALLEY ISD",318,73,10,102,22,80,23,32.1,3.1,6.9,83.3,319
"226906","WALL ISD",1329,151,17,373,142,293,11.4,28.1,1.3,10.7,85.4,1334
"226907","GRAPE CREEK ISD",1199,283,67,322,85,252,23.6,26.9,5.6,7.1,75.9,1199
"226908","VERIBEST ISD",252,34,18,100,10,78,13.5,39.7,7.1,4,95.1,255
"227506","UNIVERSITY OF TEXAS AT AUSTIN H S",788,53,8,328,115,328,6.7,41.6,1,14.6,41.6,788
"227803","WAYSIDE SCHOOLS",1759,271,828,138,0,138,15.4,7.8,47.1,0,68.7,1759
"227804","NYOS CHARTER SCHOOL",1727,194,399,385,0,217,11.2,22.3,23.1,0,72.1,1727
"227805","TEXAS EMPOWERMENT ACADEMY",431,32,0,14,0,12,7.4,3.2,0,0,20.3,431
"227806","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL",509,204,27,121,4,110,40.1,23.8,5.3,0.8,35.1,509
"227814","CHAPARRAL STAR ACADEMY",360,21,52,89,0,65,5.8,24.7,14.4,0,68.4,360
"227816","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS",4509,320,2372,744,552,732,7.1,16.5,52.6,12.2,75.2,4509
"227817","CEDARS INTERNATIONAL ACADEMY",461,83,261,41,14,41,18,8.9,56.6,3,36.6,461
"227819","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL",292,59,30,0,14,0,20.2,0,10.3,4.8,0,292
"227820","KIPP TEXAS PUBLIC SCHOOLS",34109,3282,14163,5929,0,4800,9.6,17.4,41.5,0,64.5,34111
"227821","AUSTIN DISCOVERY SCHOOL",261,0,0,0,0,0,0,0,0,0,0,261
"227824","VALERE PUBLIC SCHOOLS",963,102,386,8,0,4,10.6,0.8,40.1,0,2.6,963
"227825","AUSTIN ACHIEVE PUBLIC SCHOOLS",2647,281,1573,322,0,318,10.6,12.2,59.4,0,50.2,2647
"227826","MONTESSORI FOR ALL",478,63,127,0,0,0,13.2,0,26.6,0,0,478
"227827","THE EXCEL CENTER (FOR ADULTS)",1017,15,177,455,0,455,1.5,44.7,17.4,0,44.7,1017
"227829","VALOR PUBLIC SCHOOLS",3159,291,244,11,0,8,9.2,0.3,7.7,0,2.2,3159
"227901","AUSTIN ISD",72739,11888,25358,18128,10001,13034,16.3,24.9,34.9,13.7,61.2,72830
"227904","PFLUGERVILLE ISD",25267,3474,7610,5889,2133,5362,13.7,23.3,30.1,8.4,68.1,25297
"227907","MANOR ISD",9615,1042,4419,2413,1001,2076,10.8,25.1,46,10.4,66.3,9658
"227909","EANES ISD",7714,951,257,1616,1087,1552,12.3,20.9,3.3,14.1,54.9,7738
"227910","DEL VALLE ISD",11266,1915,5762,3357,558,2356,17,29.8,51.1,5,62.8,11287
"227912","LAGO VISTA ISD",1833,268,150,638,130,637,14.6,34.8,8.2,7.1,94.5,1846
"227913","LAKE TRAVIS ISD",11230,1502,942,3498,953,2493,13.4,31.1,8.4,8.5,67.9,11272
"228901","GROVETON ISD",767,138,16,272,51,205,18,35.5,2.1,6.6,89.9,771
"228903","TRINITY ISD",1220,168,149,381,39,324,13.8,31.2,12.2,3.2,88.5,1220
"228904","CENTERVILLE ISD",155,21,0,57,7,42,13.5,36.8,0,4.5,93.3,155
"228905","APPLE SPRINGS ISD",207,31,0,83,12,64,15,40.1,0,5.8,97,207
"229901","COLMESNEIL ISD",400,51,0,122,0,92,12.8,30.5,0,0,85.2,401
"229903","WOODVILLE ISD",1213,224,69,403,73,312,18.5,33.2,5.7,6,85.7,1215
"229904","WARREN ISD",1195,183,14,327,72,326,15.3,27.4,1.2,6,93.7,1197
"229905","SPURGER ISD",367,67,4,113,25,80,18.3,30.8,1.1,6.8,86,368
"229906","CHESTER ISD",186,23,3,96,4,68,12.4,51.6,1.6,2.2,91.9,187
"230901","BIG SANDY ISD",673,110,39,279,25,174,16.3,41.5,5.8,3.7,92.6,673
"230902","GILMER ISD",2920,347,265,740,142,732,11.9,25.3,9.1,4.9,85.4,2923
"230903","ORE CITY ISD",807,116,85,229,69,210,14.4,28.4,10.5,8.6,90.9,807
"230904","UNION HILL ISD",276,26,11,126,4,88,9.4,45.7,4,1.4,91.7,276
"230905","HARMONY ISD",976,92,73,419,68,260,9.4,42.9,7.5,7,91.9,981
"230906","NEW DIANA ISD",1160,98,20,300,60,282,8.4,25.9,1.7,5.2,90.1,1164
"230908","UNION GROVE ISD",736,86,22,301,52,209,11.7,40.9,3,7.1,90.1,737
"231901","MCCAMEY ISD",495,73,46,126,17,50,14.7,25.5,9.3,3.4,36,498
"231902","RANKIN ISD",294,27,25,21,2,21,9.2,7.1,8.5,0.7,26.9,295
"232901","KNIPPA ISD",397,44,14,78,29,78,11.1,19.6,3.5,7.3,100,398
"232902","SABINAL ISD",459,100,21,144,33,115,21.8,31.4,4.6,7.2,81,466
"232903","UVALDE CISD",4036,565,819,974,257,972,14,24.1,20.3,6.4,75,4062
"232904","UTOPIA ISD",199,26,13,87,10,70,13.1,43.7,6.5,5,90.9,201
"233901","SAN FELIPE-DEL RIO CISD",9875,1784,2228,2782,654,2548,18.1,28.2,22.6,6.6,84.5,9907
"233903","COMSTOCK ISD",200,20,9,89,12,53,10,44.5,4.5,6,98.1,200
"234801","RANCH ACADEMY",74,21,0,24,0,23,28.4,32.4,0,0,35.9,74
"234902","CANTON ISD",2357,258,111,727,112,575,10.9,30.8,4.7,4.8,84.4,2367
"234903","EDGEWOOD ISD",1050,187,30,393,66,283,17.8,37.4,2.9,6.3,94.6,1050
"234904","GRAND SALINE ISD",1175,152,146,405,76,290,12.9,34.5,12.4,6.5,85.5,1176
"234905","MARTINS MILL ISD",485,56,56,192,35,126,11.5,39.6,11.5,7.2,92.6,485
"234906","VAN ISD",2344,285,197,964,141,675,12.2,41.1,8.4,6,86.6,2351
"234907","WILLS POINT ISD",2862,492,481,933,192,777,17.2,32.6,16.8,6.7,90.2,2863
"234909","FRUITVALE ISD",399,91,27,150,34,103,22.8,37.6,6.8,8.5,94.5,401
"235901","BLOOMINGTON ISD",905,150,166,220,31,199,16.6,24.3,18.3,3.4,79.6,906
"235902","VICTORIA ISD",12961,2119,1088,4360,914,3221,16.3,33.6,8.4,7.1,82.4,13027
"235904","NURSERY ISD",136,14,4,0,12,0,10.3,0,2.9,8.8,0,137
"236801","RAVEN SCHOOL",36,9,0,0,0,0,25,0,0,0,0,36
"236802","SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL",468,66,42,0,27,0,14.1,0,9,5.8,0,468
"236901","NEW WAVERLY ISD",1066,143,45,373,64,265,13.4,35,4.2,6,80.3,1066
"236902","HUNTSVILLE ISD",11296,1659,1520,4080,633,3179,14.7,36.1,13.5,5.6,78.9,11318
"237902","HEMPSTEAD ISD",1580,179,578,428,115,312,11.3,27.1,36.6,7.3,69.8,1582
"237904","WALLER ISD",9264,1373,3035,2629,481,2220,14.8,28.4,32.8,5.2,78.2,9283
"237905","ROYAL ISD",2725,342,1310,991,81,738,12.6,36.4,48.1,3,82.7,2729
"238902","MONAHANS-WICKETT-PYOTE ISD",2188,445,300,550,73,441,20.3,25.1,13.7,3.3,69.6,2200
"238904","GRANDFALLS-ROYALTY ISD",136,25,3,47,1,31,18.4,34.6,2.2,0.7,88.6,138
"239901","BRENHAM ISD",4838,789,668,1505,303,1148,16.3,31.1,13.8,6.3,73.8,4865
"239903","BURTON ISD",585,52,34,209,37,139,8.9,35.7,5.8,6.3,93.9,588
"240801","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO",258,35,164,113,0,113,13.6,43.8,63.6,0,43.8,258
"240901","LAREDO ISD",20557,2257,11766,5256,3225,4985,11,25.6,57.2,15.7,83.8,20592
"240903","UNITED ISD",41117,6214,17811,15397,5102,12272,15.1,37.4,43.3,12.4,91.3,41203
"240904","WEBB CISD",256,42,22,73,11,73,16.4,28.5,8.6,4.3,91.3,256
"241901","BOLING ISD",1141,97,104,290,62,290,8.5,25.4,9.1,5.4,91.8,1145
"241902","EAST BERNARD ISD",997,107,66,281,114,280,10.7,28.2,6.6,11.4,93,1002
"241903","EL CAMPO ISD",3302,505,430,1293,224,895,15.3,39.2,13,6.8,89.7,3326
"241904","WHARTON ISD",1819,246,301,518,131,471,13.5,28.5,16.5,7.2,80.9,1823
"241906","LOUISE ISD",520,56,65,180,10,144,10.8,34.6,12.5,1.9,92.3,521
"242902","SHAMROCK ISD",344,87,6,88,17,88,25.3,25.6,1.7,4.9,88,344
"242903","WHEELER ISD",385,50,83,98,1,98,13,25.5,21.6,0.3,83.8,386
"242905","KELTON ISD",140,28,5,37,17,28,20,26.4,3.6,12.1,66.7,140
"242906","FORT ELLIOTT CISD",157,25,3,68,0,39,15.9,43.3,1.9,0,100,158
"243901","BURKBURNETT ISD",3260,603,69,874,309,787,18.5,26.8,2.1,9.5,84,3267
"243902","ELECTRA ISD",444,101,6,134,27,100,22.7,30.2,1.4,6.1,76.3,444
"243903","IOWA PARK CISD",1938,353,7,500,171,458,18.2,25.8,0.4,8.8,84.7,1938
"243905","WICHITA FALLS ISD",12857,2435,1526,3421,781,2626,18.9,26.6,11.9,6.1,72.9,12868
"243906","CITY VIEW ISD",1169,231,41,508,50,317,19.8,43.5,3.5,4.3,92.4,1170
"244901","HARROLD ISD",152,23,6,54,11,41,15.1,35.5,3.9,7.2,93.2,152
"244903","VERNON ISD",1760,354,265,288,98,276,20.1,16.4,15.1,5.6,53.3,1769
"244905","NORTHSIDE ISD",234,29,0,69,12,69,12.4,29.5,0,5.1,100,234
"245901","LASARA ISD",352,42,61,94,26,94,11.9,26.7,17.3,7.4,93.1,356
"245902","LYFORD CISD",1440,181,137,640,119,443,12.6,44.4,9.5,8.3,94.3,1440
"245903","RAYMONDVILLE ISD",1972,336,123,491,169,428,17,24.9,6.2,8.6,80.5,1975
"245904","SAN PERLITA ISD",212,24,20,57,2,57,11.3,26.9,9.4,0.9,86.4,212
"246801","MERIDIAN WORLD SCHOOL LLC",1727,151,250,184,0,184,8.7,10.7,14.5,0,46.5,1729
"246802","GOODWATER MONTESSORI SCHOOL",396,66,22,0,0,0,16.7,0,5.6,0,0,396
"246902","FLORENCE ISD",1152,171,400,327,60,327,14.8,28.4,34.7,5.2,88.4,1153
"246904","GEORGETOWN ISD",13424,2277,2664,4012,868,3448,17,29.9,19.8,6.5,80.3,13472
"246905","GRANGER ISD",561,65,80,154,30,132,11.6,27.5,14.3,5.3,84.1,561
"246906","HUTTO ISD",10011,1613,1848,3269,746,2263,16.1,32.7,18.5,7.5,77.5,10035
"246907","JARRELL ISD",3699,644,966,898,142,812,17.4,24.3,26.1,3.8,85.4,3713
"246908","LIBERTY HILL ISD",8801,1329,880,2197,882,1863,15.1,25,10,10,84.3,8829
"246909","ROUND ROCK ISD",46042,6056,8488,13192,6667,11124,13.2,28.7,18.4,14.5,74.1,46197
"246911","TAYLOR ISD",3028,500,582,770,200,768,16.5,25.4,19.2,6.6,74.9,3063
"246912","THRALL ISD",851,107,60,284,53,263,12.6,33.4,7.1,6.2,96,852
"246913","LEANDER ISD",42511,6275,6136,9126,8865,8950,14.8,21.5,14.4,20.9,65,42593
"246914","COUPLAND ISD",296,61,94,0,2,0,20.6,0,31.8,0.7,0,296
"247901","FLORESVILLE ISD",4073,533,455,1286,304,1150,13.1,31.6,11.2,7.5,90.5,4080
"247903","LA VERNIA ISD",3454,523,137,1117,285,883,15.1,32.3,4,8.3,87.9,3467
"247904","POTH ISD",946,122,53,296,69,261,12.9,31.3,5.6,7.3,90.9,949
"247906","STOCKDALE ISD",859,142,43,255,112,255,16.5,29.7,5,13,92.4,862
"248901","KERMIT ISD",1339,163,391,313,37,311,12.2,23.4,29.2,2.8,81.8,1342
"248902","WINK-LOVING ISD",444,73,20,155,11,126,16.4,34.9,4.5,2.5,84,445
"249901","ALVORD ISD",845,150,63,310,86,195,17.8,36.7,7.5,10.2,82.6,850
"249902","BOYD ISD",1289,171,77,527,80,326,13.3,40.9,6,6.2,84.9,1293
"249903","BRIDGEPORT ISD",2116,310,636,645,110,588,14.7,30.5,30.1,5.2,90,2119
"249904","CHICO ISD",555,82,83,43,38,39,14.8,7.7,15,6.8,27.1,558
"249905","DECATUR ISD",3798,630,620,1100,307,928,16.6,29,16.3,8.1,79.9,3811
"249906","PARADISE ISD",1298,181,36,518,111,332,13.9,39.9,2.8,8.6,86.5,1304
"249908","SLIDELL ISD",482,68,71,120,22,119,14.1,24.9,14.7,4.6,91.5,482
"250902","HAWKINS ISD",792,115,17,327,67,210,14.5,41.3,2.1,8.5,89,792
"250903","MINEOLA ISD",1661,245,209,560,67,440,14.8,33.7,12.6,4,91.7,1662
"250904","QUITMAN ISD",1206,223,77,392,84,322,18.5,32.5,6.4,7,91.5,1210
"250905","YANTIS ISD",347,52,50,139,21,95,15,40.1,14.4,6.1,89.6,348
"250906","ALBA-GOLDEN ISD",833,134,18,325,54,209,16.1,39,2.2,6.5,84.6,834
"250907","WINNSBORO ISD",1482,216,135,680,97,462,14.6,45.9,9.1,6.5,93.1,1483
"251901","DENVER CITY ISD",1501,165,359,519,87,452,11,34.6,23.9,5.8,88.5,1505
"251902","PLAINS ISD",421,46,60,104,23,86,10.9,24.7,14.3,5.5,64.2,421
"252901","GRAHAM ISD",2183,393,242,565,64,560,18,25.9,11.1,2.9,81.3,2183
"252902","NEWCASTLE ISD",225,47,6,83,4,68,20.9,36.9,2.7,1.8,88.3,225
"252903","OLNEY ISD",724,129,90,274,31,183,17.8,37.8,12.4,4.3,85.1,728
"253901","ZAPATA COUNTY ISD",3347,527,1263,1045,243,967,15.7,31.2,37.7,7.3,90.5,3359
"254901","CRYSTAL CITY ISD",1706,269,34,418,108,417,15.8,24.5,2,6.3,80,1716
"254902","LA PRYOR ISD",442,66,17,107,15,107,14.9,24.2,3.8,3.4,85.6,444
