DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'219901",1,3.1,32,30,11.1,270,0,0,14,219,6.4,13,4.8,1,0.4,1,0.4,24,8.9,97,35.9,117,43.3,0,0,8,3,37,13.7,3,1.1,0,0,0,0,13,4.8,153,56.7,0,0,3,1.1,173,64.1,0,0,88,32.6,33,12.2,270,100,6,2.2,226,83.7,13,4.8,8,3,33,12.2
"'219903",9,7.1,127,60,6.7,889,0,0,87,754,11.5,74,8.3,78,8.8,26,2.6,66,7.4,727,81.8,440,49.5,5,0.6,31,3.5,600,67.5,32,3.6,3,0.3,2,0.2,78,8.8,449,50.5,0,0,7,0.8,162,18.2,1,0.1,496,55.8,133,15,889,100,7,0.8,201,22.6,74,8.3,31,3.5,140,15.6
"'219905",0,0,26,27,9.7,279,0,0,24,236,10.2,19,6.8,15,5.4,2,0.7,35,12.5,179,64.2,136,48.7,2,0.7,4,1.4,154,55.2,0,0,0,0,0,0,19,6.8,143,51.3,0,0,0,0,100,35.8,3,1.1,149,53.4,30,10.8,279,100,1,0.4,106,38,19,6.8,4,1.4,30,10.8
"'220801",1,3.8,26,6,1.7,343,16,4.7,54,309,17.5,6,1.7,26,7.6,0,0,6,1.7,50,14.6,172,50.1,0,0,0,0,80,23.3,0,0,0,0,2,0.6,6,1.7,171,49.9,0,0,0,0,293,85.4,0,0,10,2.9,26,7.6,0,0,36,10.5,183,53.4,6,1.7,0,0,26,7.6
"'220802",7,8.3,84,145,9.6,1512,194,12.8,90,1022,8.8,142,9.4,312,20.6,0,0,43,2.8,467,30.9,766,50.7,0,0,0,0,335,22.2,0,0,0,0,2,0.1,142,9.4,746,49.3,0,0,14,0.9,1045,69.1,4,0.3,492,32.5,82,5.4,103,6.8,115,7.6,550,36.4,142,9.4,0,0,82,5.4
"'220809",4,8.2,49,73,11.4,641,29,4.5,107,510,21,11,1.7,102,15.9,0,0,32,5,110,17.2,499,77.8,0,0,638,99.5,155,24.2,0,0,0,0,0,0,9,1.4,142,22.2,0,0,22,3.4,531,82.8,1,0.2,30,4.7,46,7.2,0,0,48,7.5,306,47.7,11,1.7,639,99.5,46,7.2
"'220810",3,5.7,53,136,15.5,875,185,21.1,72,811,8.9,23,2.6,54,6.2,0,0,48,5.5,19,2.2,457,52.2,0,0,0,0,124,14.2,0,0,7,0.8,6,0.7,23,2.6,418,47.8,0,0,68,7.8,856,97.8,1,0.1,36,4.1,59,6.7,0,0,73,8.3,432,49.4,23,2.6,0,0,59,6.7
"'220811",0,0,12,2,1.1,175,0,0,62,168,36.9,55,31.4,77,44,0,0,3,1.7,136,77.7,91,52,0,0,9,5.1,74,42.3,0,0,0,0,0,0,55,31.4,84,48,0,0,0,0,39,22.3,0,0,57,32.6,8,4.6,174,99.4,8,4.6,16,9.1,55,31.4,9,5.1,8,4.6
"'220814",2,6.7,30,15,4.5,334,26,7.8,54,256,21.1,34,10.2,73,21.9,0,0,14,4.2,44,13.2,256,76.6,0,0,332,99.4,111,33.2,0,0,0,0,1,0.3,37,11.1,78,23.4,0,0,14,4.2,290,86.8,2,0.6,43,12.9,27,8.1,0,0,22,6.6,99,29.6,34,10.2,332,99.4,27,8.1
"'220815",8,12.9,62,32,4.6,697,21,3,199,644,30.9,79,11.3,415,59.5,0,0,20,2.9,508,72.9,352,50.5,0,0,103,14.8,171,24.5,44,6.3,7,1,2,0.3,86,12.3,345,49.5,0,0,8,1.1,189,27.1,1,0.1,131,18.8,54,7.7,696,99.9,43,6.2,44,6.3,79,11.3,103,14.8,54,7.7
"'220817",42,19.4,217,126,4.4,2874,149,5.2,744,2501,29.7,351,12.2,1277,44.4,0,0,62,2.2,1710,59.5,1501,52.2,8,0.3,160,5.6,890,31,2,0.1,0,0,5,0.2,390,13.6,1373,47.8,0,0,9,0.3,1164,40.5,4,0.1,1136,39.5,160,5.6,2874,100,96,3.3,453,15.8,351,12.2,160,5.6,160,5.6
"'220819",15,8.7,172,167,11.9,1404,24,1.7,248,1208,20.5,107,7.6,197,14,0,0,130,9.3,458,32.6,748,53.3,2,0.1,89,6.3,464,33,1,0.1,0,0,5,0.4,113,8,656,46.7,3,0.2,117,8.3,946,67.4,4,0.3,301,21.4,180,12.8,1404,100,71,5.1,639,45.5,107,7.6,89,6.3,180,12.8
"'220820",.,.,.,0,0,307,2,0.7,0,0,0,20,6.5,221,72,0,0,1,0.3,242,78.8,138,45,3,1,0,0,71,23.1,3,1,0,0,0,0,21,6.8,169,55,0,0,2,0.7,65,21.2,0,0,27,8.8,14,4.6,0,0,8,2.6,5,1.6,20,6.5,0,0,14,4.6
"'220901",1286,20.2,6365,2630,4.7,56101,2805,5,9760,43901,22.2,17260,30.8,15016,26.8,1113,1.8,1906,3.4,42237,75.3,27236,48.5,56,0.1,5965,10.6,26920,48,1657,3,1409,2.5,238,0.4,17353,30.9,28865,51.5,4,0,936,1.7,13864,24.7,112,0.2,36358,64.8,6005,10.7,33759,60.2,1706,3,9304,16.6,17274,30.8,5965,10.6,6063,10.8
"'220902",470,16.5,2856,2160,9.6,22581,1019,4.5,3100,17433,17.8,5603,24.8,2212,9.8,455,1.9,1771,7.8,14337,63.5,10927,48.4,51,0.2,1574,7,10301,45.6,174,0.8,446,2,86,0.4,5656,25,11654,51.6,0,0,154,0.7,8244,36.5,109,0.5,14516,64.3,2837,12.6,12213,54.1,873,3.9,7981,35.3,5604,24.8,1574,7,2888,12.8
"'220904",168,23.8,705,375,7,5349,50,0.9,791,3953,20,1937,36.2,1826,34.1,98,1.6,239,4.5,4967,92.9,2587,48.4,7,0.1,208,3.9,3175,59.4,73,1.4,87,1.6,10,0.2,1954,36.5,2762,51.6,10,0.2,38,0.7,382,7.1,6,0.1,4345,81.2,664,12.4,5349,100,94,1.8,188,3.5,1937,36.2,208,3.9,668,12.5
"'220905",1962,21.5,9126,4641,6.4,72637,1258,1.7,12893,58429,22.1,27570,38,14605,20.1,441,0.5,3686,5.1,61421,84.6,35816,49.3,35,0,8833,12.2,47244,65,2144,3,2610,3.6,116,0.2,28407,39.1,36821,50.7,25,0,1745,2.4,11216,15.4,48,0.1,55571,76.5,8438,11.6,70009,96.4,1318,1.8,8048,11.1,27587,37.9,8837,12.1,8534,11.7
"'220906",163,10.5,1553,1286,9.4,13733,1411,10.3,1588,10849,14.6,1635,11.9,1038,7.6,80,0.5,1050,7.6,3514,25.6,6791,49.5,15,0.1,2591,18.9,3414,24.9,173,1.3,225,1.6,47,0.3,1549,11.3,6942,50.5,0,0,852,6.2,10219,74.4,39,0.3,4138,30.1,1533,11.2,2005,14.6,759,5.5,7025,51.2,1636,11.9,2591,18.8,1570,11.4
"'220907",680,14.4,4729,4059,11.9,34012,3083,9.1,3578,24902,14.4,3718,10.9,3820,11.2,291,0.8,2958,8.7,11069,32.5,16547,48.7,30,0.1,2922,8.6,8192,24.1,167,0.5,400,1.2,111,0.3,3876,11.4,17465,51.3,9,0,4088,12,22943,67.5,59,0.2,10972,32.3,4689,13.8,6116,18,2108,6.2,16639,48.9,3721,10.9,2922,8.6,4745,13.9
"'220908",582,14.2,4107,2565,7.2,35661,2942,8.2,3928,24308,16.2,5048,14.2,11667,32.7,337,0.9,1641,4.6,17261,48.4,17302,48.5,82,0.2,2416,6.8,9563,26.8,151,0.4,520,1.5,102,0.3,4948,13.9,18359,51.5,0,0,1640,4.6,18400,51.6,52,0.1,14124,39.6,4057,11.4,17213,48.3,1814,5.1,9521,26.7,5052,14.1,2416,6.8,4116,11.5
"'220910",92,19.4,475,160,4.6,3447,51,1.5,663,2580,25.7,859,24.9,868,25.2,163,4,116,3.4,3115,90.4,1680,48.7,8,0.2,117,3.4,1838,53.3,33,1,105,3,23,0.7,894,25.9,1767,51.3,1,0,102,3,332,9.6,7,0.2,2254,65.4,423,12.3,3447,100,133,3.9,527,15.3,859,24.9,117,3.4,423,12.3
"'220912",498,22.8,2183,1221,7.3,16712,592,3.5,3236,12804,25.3,2921,17.5,8126,48.6,413,2.3,1062,6.4,12650,75.7,8170,48.9,53,0.3,1396,8.4,5452,32.6,30,0.2,69,0.4,71,0.4,2936,17.6,8542,51.1,2,0,220,1.3,4062,24.3,35,0.2,10303,61.7,2105,12.6,16712,100,718,4.3,1718,10.3,2925,17.5,1396,8.3,2122,12.7
"'220914",63,20.9,301,289,10.1,2850,96,3.4,352,1986,17.7,352,12.4,755,26.5,51,1.6,176,6.2,1655,58.1,1328,46.6,26,0.9,262,9.2,862,30.2,25,0.9,41,1.4,2,0.1,354,12.4,1522,53.4,0,0,274,9.6,1195,41.9,11,0.4,1322,46.4,285,10,2850,100,152,5.3,972,34.1,352,12.3,262,9.2,289,10.1
"'220915",188,17.6,1067,735,10.4,7065,27,0.4,902,4813,18.7,552,7.8,95,1.3,211,2.8,452,6.4,3599,50.9,3378,47.8,12,0.2,326,4.6,2014,28.5,127,1.8,27,0.4,20,0.3,571,8.1,3687,52.2,0,0,328,4.6,3466,49.1,4,0.1,2828,40,1019,14.4,3907,55.3,302,4.3,4603,65.2,552,7.8,326,4.6,1041,14.7
"'220916",552,18.9,2928,1567,6.9,22865,2052,9,3574,17814,20.1,4827,21.1,4922,21.5,267,1.1,1215,5.3,13921,60.9,10959,47.9,17,0.1,1563,6.8,7092,31,553,2.4,828,3.6,66,0.3,5015,21.9,11906,52.1,2,0,1009,4.4,8944,39.1,615,2.7,11808,51.6,2966,13,10815,47.3,1436,6.3,6682,29.2,4832,21.1,1564,6.8,3037,13.2
"'220917",96,17.3,555,231,6.2,3701,8,0.2,467,2867,16.3,1441,38.9,86,2.3,78,2,202,5.5,3247,87.7,1796,48.5,18,0.5,278,7.5,3084,83.3,31,0.8,66,1.8,5,0.1,1432,38.7,1905,51.5,2,0.1,65,1.8,454,12.3,6,0.2,2660,71.9,550,14.9,3701,100,48,1.3,464,12.5,1442,38.9,278,7.5,559,15.1
"'220918",675,20.7,3256,1858,8,23119,1230,5.3,3047,17234,17.7,3304,14.3,4087,17.7,348,1.4,1431,6.2,11758,50.9,11177,48.3,43,0.2,1648,7.1,9083,39.3,95,0.4,126,0.5,70,0.3,3445,14.9,11942,51.7,0,0,1778,7.7,11361,49.1,65,0.3,11779,50.9,3103,13.4,7016,30.3,1067,4.6,7517,32.5,3307,14.3,1648,7.1,3179,13.7
"'220919",46,6.5,703,923,10.9,8464,1940,22.9,351,5084,6.9,326,3.9,162,1.9,22,0.3,420,5,106,1.3,4145,49,6,0.1,2058,24.3,924,10.9,3,0,91,1.1,19,0.2,328,3.9,4319,51,0,0,144,1.7,8358,98.7,11,0.1,1178,13.9,672,7.9,82,1,518,6.1,4890,57.8,326,3.8,2058,24.3,677,8
"'220920",167,19,879,757,10.9,6943,103,1.5,1083,5025,21.6,1220,17.6,771,11.1,78,1,625,9,4261,61.4,3306,47.6,15,0.2,438,6.3,3141,45.2,15,0.2,65,0.9,31,0.4,1082,15.6,3637,52.4,3,0,279,4,2682,38.6,22,0.3,3872,55.8,888,12.8,6826,98.3,393,5.7,2482,35.7,1221,17.5,438,6.3,908,13
"'221801",253,18.4,1374,1359,8.2,16477,1451,8.8,3743,13685,27.4,1731,10.5,2488,15.1,0,0,669,4.1,6343,38.5,8562,52,20,0.1,0,0,5295,32.1,20,0.1,31,0.2,46,0.3,1944,11.8,7915,48,0,0,332,2,10134,61.5,22,0.1,4416,26.8,1324,8,4304,26.1,798,4.8,6377,38.7,1731,10.5,0,0,1324,8
"'221901",771,28.7,2687,809,5.4,15092,196,1.3,2452,11508,21.3,945,6.3,1962,13,472,2.8,532,3.5,10990,72.8,7418,49.2,167,1.1,1353,9,6967,46.2,833,5.5,350,2.3,35,0.2,944,6.3,7674,50.8,4,0,1135,7.5,4102,27.2,30,0.2,9356,62,2508,16.6,6816,45.2,687,4.6,5215,34.6,945,6.2,1354,8.9,2525,16.6
"'221904",38,17.7,215,92,8.1,1139,0,0,101,870,11.6,28,2.5,13,1.1,28,2.3,59,5.2,623,54.7,591,51.9,15,1.3,46,4,297,26.1,21,1.8,0,0,8,0.7,28,2.5,548,48.1,0,0,61,5.4,516,45.3,0,0,428,37.6,233,20.5,578,50.7,30,2.6,791,69.4,28,2.5,46,4,234,20.5
"'221905",12,35.3,34,6,4.6,130,0,0,42,137,30.7,3,2.3,7,5.4,1,0.6,2,1.5,88,67.7,55,42.3,0,0,6,4.6,27,20.8,2,1.5,0,0,0,0,3,2.3,75,57.7,0,0,3,2.3,42,32.3,0,0,21,16.2,31,23.8,129,99.2,2,1.5,94,72.3,3,2.3,6,4.6,32,24.4
"'221911",27,12.4,217,125,7.7,1621,3,0.2,119,1265,9.4,8,0.5,13,0.8,3,0.2,56,3.5,359,22.1,749,46.2,11,0.7,138,8.5,240,14.8,5,0.3,0,0,7,0.4,8,0.5,872,53.8,0,0,154,9.5,1262,77.9,1,0.1,308,19,189,11.7,404,24.9,37,2.3,1320,81.4,8,0.5,138,8.5,192,11.8
"'221912",47,9.3,508,406,7.5,5389,156,2.9,486,3475,14,130,2.4,252,4.7,22,0.4,326,6,1305,24.2,2643,49,32,0.6,388,7.2,1266,23.5,5,0.1,7,0.1,13,0.2,138,2.6,2746,51,0,0,1130,21,4084,75.8,8,0.1,1427,26.5,599,11.1,307,5.7,274,5.1,3420,63.5,130,2.4,388,7.2,609,11.2
"'222901",0,0,27,4,3.1,129,0,0,13,127,10.2,5,3.9,1,0.8,0,0,8,6.2,68,52.7,66,51.2,0,0,14,10.9,78,60.5,1,0.8,0,0,0,0,5,3.9,63,48.8,0,0,0,0,61,47.3,0,0,53,41.1,26,20.2,129,100,3,2.3,47,36.4,5,3.9,14,10.9,26,20.2
"'223901",43,15.1,285,88,5.4,1641,6,0.4,159,1234,12.9,163,9.9,42,2.6,109,6.1,124,7.6,1387,84.5,777,47.3,5,0.3,67,4.1,1283,78.2,44,2.7,19,1.2,3,0.2,165,10.1,864,52.7,148,9,45,2.7,254,15.5,1,0.1,983,59.9,284,17.3,1641,100,19,1.2,287,17.5,163,9.9,67,4.1,290,17.6
"'223902",2,5.3,38,22,8.7,253,0,0,47,254,18.5,15,5.9,0,0,0,0,14,5.5,181,71.5,136,53.8,1,0.4,14,5.5,186,73.5,0,0,1,0.4,1,0.4,15,5.9,117,46.2,62,24.5,8,3.2,72,28.5,1,0.4,114,45.1,34,13.4,253,100,4,1.6,61,24.1,15,5.9,14,5.5,34,13.4
"'223904",2,6.1,33,18,6.3,286,2,0.7,35,269,13,38,13.3,2,0.7,0,0,12,4.2,154,53.8,143,50,0,0,13,4.5,107,37.4,6,2.1,7,2.4,1,0.3,40,14,143,50,11,3.8,14,4.9,132,46.2,0,0,97,33.9,29,10.1,286,100,0,0,174,60.8,38,13.3,13,4.5,29,10.1
"'224901",4,33.3,12,25,16.1,155,0,0,31,149,20.8,0,0,4,2.6,3,1.6,19,12.3,92,59.4,80,51.6,1,0.6,8,5.2,24,15.5,29,18.7,0,0,0,0,0,0,75,48.4,0,0,7,4.5,63,40.6,0,0,62,40,12,7.7,155,100,0,0,127,81.9,0,0,8,5.1,12,7.6
"'224902",1,4.2,24,18,11.1,162,0,0,16,146,11,0,0,0,0,1,0.6,13,8,85,52.5,76,46.9,0,0,5,3.1,31,19.1,0,0,2,1.2,0,0,0,0,86,53.1,0,0,0,0,77,47.5,0,0,35,21.6,27,16.7,162,100,2,1.2,129,79.6,0,0,5,3.1,27,16.7
"'225902",98,13.9,704,645,12.5,5173,30,0.6,284,3461,8.2,2887,55.8,564,10.9,95,1.7,618,11.9,4256,82.3,2527,48.8,20,0.4,409,7.9,3680,71.1,38,0.7,46,0.9,8,0.2,2562,49.5,2646,51.2,4,0.1,100,1.9,917,17.7,4,0.1,3786,73.2,813,15.7,2859,55.3,75,1.4,812,15.7,2887,55.7,409,7.9,826,15.9
"'225906",10,7,142,125,11.8,1061,8,0.8,84,804,10.4,172,16.2,27,2.5,1,0.1,100,9.4,519,48.9,530,50,1,0.1,84,7.9,427,40.2,0,0,1,0.1,2,0.2,176,16.6,531,50,0,0,0,0,542,51.1,1,0.1,408,38.5,147,13.9,1061,100,28,2.6,568,53.5,172,16.2,84,7.9,147,13.9
"'225907",12,14.8,81,146,16.8,868,7,0.8,72,736,9.8,326,37.6,12,1.4,4,0.5,136,15.7,487,56.1,424,48.8,2,0.2,22,2.5,451,52,25,2.9,8,0.9,0,0,284,32.7,444,51.2,1,0.1,13,1.5,381,43.9,0,0,501,57.7,82,9.4,690,79.5,19,2.2,379,43.7,326,37.6,22,2.5,82,9.4
"'226801",73,20.9,349,244,6.6,3722,34,0.9,866,3381,25.6,103,2.8,799,21.5,0,0,151,4.1,2031,54.6,1833,49.2,13,0.3,0,0,1829,49.1,23,0.6,38,1,7,0.2,120,3.2,1889,50.8,0,0,372,10,1691,45.4,3,0.1,1777,47.7,362,9.7,3722,100,152,4.1,898,24.1,103,2.8,0,0,362,9.7
"'226901",11,12.6,87,21,3.4,611,1,0.2,35,478,7.3,2,0.3,0,0,1,0.2,30,4.9,160,26.2,286,46.8,0,0,28,4.6,157,25.7,17,2.8,0,0,1,0.2,5,0.8,325,53.2,0,0,50,8.2,451,73.8,0,0,106,17.3,87,14.2,270,44.2,14,2.3,438,71.7,2,0.3,28,4.6,89,14.5
"'226903",324,17.8,1820,878,6.5,13529,145,1.1,2090,10868,19.2,816,6,441,3.3,316,2.1,303,2.2,8329,61.6,6616,48.9,61,0.5,604,4.5,8382,62,132,1,118,0.9,27,0.2,826,6.1,6913,51.1,15,0.1,744,5.5,5200,38.4,15,0.1,7950,58.8,1756,13,10445,77.2,409,3,4110,30.4,816,6,604,4.5,1762,13
"'226905",13,16.3,80,22,6.4,342,0,0,33,321,10.3,10,2.9,5,1.5,5,1.3,18,5.3,181,52.9,151,44.2,0,0,13,3.8,96,28.1,3,0.9,0,0,0,0,11,3.2,191,55.8,0,0,2,0.6,161,47.1,0,0,152,44.4,84,24.6,331,96.8,27,7.9,214,62.6,10,2.9,13,3.8,85,24.8
"'226906",8,7.3,109,126,9.6,1306,0,0,59,1012,5.8,16,1.2,2,0.2,3,0.2,75,5.7,218,16.7,623,47.7,3,0.2,132,10.1,257,19.7,7,0.5,1,0.1,4,0.3,16,1.2,683,52.3,5,0.4,126,9.6,1088,83.3,2,0.2,300,23,116,8.9,650,49.8,24,1.8,1017,77.9,16,1.2,132,10.1,122,9.3
"'226907",48,18.2,264,69,5.9,1172,1,0.1,147,828,17.8,65,5.5,7,0.6,27,2.1,87,7.4,790,67.4,526,44.9,6,0.5,85,7.3,542,46.2,5,0.4,0,0,2,0.2,65,5.5,646,55.1,0,0,60,5.1,382,32.6,3,0.3,563,48,249,21.2,848,72.4,36,3.1,581,49.6,65,5.5,85,7.3,249,21.2
"'226908",3,9.1,33,35,13.6,257,0,0,36,239,15.1,12,4.7,1,0.4,1,0.3,18,7,116,45.1,140,54.5,0,0,11,4.3,78,30.4,0,0,0,0,0,0,12,4.7,117,45.5,0,0,3,1.2,141,54.9,0,0,22,8.6,28,10.9,253,98.4,7,2.7,171,66.5,12,4.7,11,4.3,28,10.9
"'227506",41,64.1,64,160,19.4,823,51,6.2,348,524,66.4,13,1.6,71,8.6,0,0,35,4.3,124,15.1,469,57,1,0.1,97,11.8,251,30.5,5,0.6,0,0,6,0.7,15,1.8,354,43,0,0,104,12.6,699,84.9,2,0.2,242,29.4,42,5.1,0,0,54,6.6,388,47.1,13,1.6,97,11.8,42,5.1
"'227803",18,7.2,251,95,5.8,1651,6,0.4,363,1426,25.5,663,40.2,90,5.5,0,0,144,8.7,1347,81.6,817,49.5,3,0.2,0,0,1338,81,5,0.3,49,3,5,0.3,697,42.2,834,50.5,0,0,2,0.1,304,18.4,0,0,1258,76.2,235,14.2,1651,100,37,2.2,175,10.6,663,40.2,0,0,235,14.2
"'227804",17,10,170,146,9,1624,240,14.8,123,1117,11,344,21.2,225,13.9,0,0,60,3.7,493,30.4,799,49.2,0,0,0,0,499,30.7,2,0.1,3,0.2,2,0.1,358,22,825,50.8,0,0,6,0.4,1131,69.6,3,0.2,620,38.2,169,10.4,1624,100,81,5,574,35.3,344,21.2,0,0,169,10.4
"'227805",8,16.3,49,7,1.8,387,2,0.5,145,381,38.1,0,0,343,88.6,0,0,11,2.8,207,53.5,187,48.3,0,0,0,0,32,8.3,0,0,0,0,1,0.3,0,0,200,51.7,0,0,0,0,180,46.5,0,0,110,28.4,31,8,387,100,8,2.1,1,0.3,0,0,0,0,31,7.8
"'227806",609,86,708,95,17.2,553,3,0.5,351,452,77.7,25,4.5,86,15.6,0,0,32,5.8,284,51.4,287,51.9,177,32,4,0.7,181,32.7,2,0.4,0,0,5,0.9,25,4.5,266,48.1,0,0,26,4.7,269,48.6,3,0.5,471,85.2,228,41.2,23,4.2,22,4,253,45.8,25,4.5,4,0.7,230,41.4
"'227814",2,15.4,13,20,5.4,371,93,25.1,107,337,31.8,57,15.4,21,5.7,0,0,7,1.9,20,5.4,187,50.4,0,0,0,0,76,20.5,0,0,0,0,3,0.8,60,16.2,184,49.6,0,0,0,0,351,94.6,0,0,95,25.6,15,4,0,0,32,8.6,146,39.4,57,15.3,0,0,15,4
"'227816",71,19.7,360,200,4.5,4471,991,22.2,989,3772,26.2,2207,49.4,472,10.6,0,0,135,3,2776,62.1,2154,48.2,2,0,517,11.6,2204,49.3,11,0.2,31,0.7,5,0.1,2253,50.4,2317,51.8,1,0,5,0.1,1695,37.9,0,0,2856,63.9,327,7.3,3798,84.9,95,2.1,704,15.7,2207,49.4,517,11.6,327,7.3
"'227817",12,12.6,95,24,4.9,493,0,0,93,436,21.3,261,52.9,38,7.7,0,0,56,11.4,382,77.5,236,47.9,0,0,12,2.4,404,81.9,0,0,0,0,1,0.2,261,52.9,257,52.1,0,0,2,0.4,111,22.5,0,0,275,55.8,83,16.8,382,77.5,16,3.2,34,6.9,261,52.9,12,2.4,83,16.8
"'227819",1,2.2,46,29,9.8,296,4,1.4,30,258,11.6,38,12.8,47,15.9,0,0,21,7.1,168,56.8,138,46.6,0,0,12,4.1,194,65.5,2,0.7,0,0,0,0,38,12.8,158,53.4,0,0,6,2,128,43.2,0,0,114,38.5,52,17.6,76,25.7,11,3.7,40,13.5,38,12.8,12,4.1,52,17.6
"'227820",284,9.2,3078,941,2.8,33060,644,1.9,4828,26805,18,13257,40.1,8929,27,1,0,809,2.4,29440,89.1,16247,49.1,47,0.1,0,0,22409,67.8,1242,3.8,149,0.5,154,0.5,13670,41.3,16813,50.9,17,0.1,206,0.6,3620,10.9,18,0.1,21265,64.3,3040,9.2,33060,100,338,1,568,1.7,13257,40.1,0,0,3045,9.2
"'227821",14,19.4,72,27,8.1,332,2,0.6,123,343,35.9,2,0.6,10,3,0,0,20,6,51,15.4,166,50,2,0.6,0,0,78,23.5,1,0.3,0,0,0,0,2,0.6,166,50,0,0,0,0,281,84.6,2,0.6,34,10.2,35,10.5,4,1.2,19,5.7,221,66.6,2,0.6,0,0,35,10.5
"'227824",18,18.6,97,34,3.5,970,1,0.1,244,932,26.2,385,39.7,38,3.9,0,0,20,2.1,906,93.4,473,48.8,0,0,0,0,901,92.9,2,0.2,0,0,0,0,387,39.9,497,51.2,0,0,1,0.1,64,6.6,0,0,657,67.7,79,8.1,967,99.7,6,0.6,24,2.5,385,39.7,0,0,79,8.1
"'227825",34,13.9,245,87,3.6,2449,6,0.2,465,1872,24.8,1518,62,275,11.2,0,0,73,3,2282,93.2,1232,50.3,1,0,0,0,2095,85.5,7,0.3,133,5.4,3,0.1,1618,66.1,1217,49.7,3,0.1,11,0.4,167,6.8,0,0,1844,75.3,243,9.9,2447,99.9,15,0.6,55,2.2,1518,62,0,0,243,9.9
"'227826",2,4.3,47,27,5.9,456,22,4.8,104,442,23.5,108,23.7,46,10.1,0,0,15,3.3,227,49.8,233,51.1,1,0.2,0,0,209,45.8,0,0,0,0,0,0,109,23.9,223,48.9,0,0,5,1.1,229,50.2,0,0,210,46.1,42,9.2,454,99.6,37,8.1,142,31.1,108,23.7,0,0,42,9.2
"'227827",39,95.1,41,2,0.2,988,16,1.6,681,847,80.4,261,26.4,194,19.6,0,0,1,0.1,940,95.1,545,55.2,0,0,0,0,556,56.3,0,0,40,4,4,0.4,265,26.8,443,44.8,1,0.1,0,0,48,4.9,3,0.3,988,100,15,1.5,0,0,15,1.5,200,20.2,278,26.2,0,0,16,1.5
"'227829",23,15.1,152,161,7.5,2158,94,4.4,304,1378,22.1,158,7.3,55,2.5,0,0,119,5.5,510,23.6,1100,51,0,0,0,0,717,33.2,0,0,0,0,2,0.1,164,7.6,1058,49,0,0,10,0.5,1648,76.4,1,0,559,25.9,174,8.1,0,0,136,6.3,1153,53.4,158,7.3,0,0,174,8.1
"'227901",2178,19.6,11086,7310,10,73198,3576,4.9,11441,59860,19.1,25019,34.2,4472,6.1,859,1.1,5057,6.9,37724,51.5,35803,48.9,55,0.1,9453,12.9,39590,54.1,690,0.9,4462,6.1,115,0.2,22343,30.5,37395,51.1,31,0,132,0.2,35474,48.5,80,0.1,34330,46.9,10128,13.8,35488,48.5,2876,3.9,22489,30.7,25042,34.1,9456,12.9,10197,13.9
"'227904",507,15.4,3283,2427,9.5,25419,2300,9,3664,19895,18.4,7002,27.5,3924,15.4,430,1.6,1451,5.7,11598,45.6,12281,48.3,68,0.3,2135,8.4,12282,48.3,178,0.7,845,3.3,64,0.3,6958,27.4,13138,51.7,3,0,1295,5.1,13821,54.4,40,0.2,15077,59.3,3193,12.6,14553,57.3,1204,4.7,5605,22.1,7004,27.5,2135,8.4,3211,12.6
"'227907",234,21.6,1085,476,5.2,9227,392,4.2,1589,7053,22.5,4187,45.4,1931,20.9,67,0.7,317,3.4,6577,71.3,4443,48.2,30,0.3,970,10.5,5960,64.6,169,1.8,127,1.4,29,0.3,4170,45.2,4784,51.8,10,0.1,64,0.7,2650,28.7,20,0.2,7661,83,985,10.7,4585,49.7,273,3,622,6.7,4192,45.3,970,10.5,1009,10.9
"'227909",76,8.6,881,1138,14.7,7720,1099,14.2,314,5796,5.4,220,2.8,59,0.8,18,0.2,677,8.8,332,4.3,3751,48.6,0,0,898,11.6,1147,14.9,9,0.1,172,2.2,9,0.1,234,3,3969,51.4,0,0,242,3.1,7388,95.7,6,0.1,1108,14.4,843,10.9,0,0,480,6.2,4920,63.7,220,2.8,898,11.6,854,11
"'227910",414,22.2,1867,604,5.5,11059,138,1.2,1972,8614,22.9,5382,48.7,985,8.9,369,3,826,7.5,10114,91.5,5336,48.3,5,0,523,4.7,9226,83.4,156,1.4,397,3.6,12,0.1,5212,47.1,5723,51.7,3,0,12,0.1,945,8.5,7,0.1,8291,75,1732,15.7,10878,98.4,189,1.7,502,4.5,5402,48.6,523,4.7,1764,15.9
